BveTs Vehicle Performance Table 1.00,,,,,,,,,,,,,,,,,,,,,,
#,This table is Auto-Generated.,,,,,,,,,,,,,,,,,,,,,
#,B: ,JNR_DC183-0_Formation.xlsx,,,,,,,,,,,,,,,,,,,,
#,W: ,Current,,,F: ,7M3m,,,,,,,,,,,,,,,,
#,1,2,3,4,5,6,7,8,9,10,1,2,3,4,5,6.00E+00,7.00E+00,8,9,10,16,17
#,•Ï,•Ï,•Ï,•Ï,•Ï,’¼1,’¼1,’¼1,’¼1,’¼1,•Ï,•Ï,•Ï,•Ï,•Ï,’¼1,’¼1,’¼1,’¼1,’¼1,B1,B2
0,25,45,70,90,100,2.80495E-05,0,0,0,0,25,45,70,90,100,2.34E-05,0.00E+00,0,0,0,7.80921E-05,0.000156184
1,24.60200622,44.2836112,68.88561743,88.56722241,98.4080249,0.041873718,0.034757566,0.054067325,0.069515132,0.077239035,24.59212055,44.26581699,68.85793754,88.53163398,98.3684822,3.50E-02,0.00E+00,0,0,0,0.116579934,0.233159868
2,23.9063147,43.03136646,66.93768116,86.06273292,95.62525881,0.122733913,0.115498641,0.179664553,0.230997283,0.256663647,23.89762513,43.01572524,66.91335037,86.03145048,95.59050053,1.03E-01,2.96E-01,0.461124118,0.592873865,0.658748739,0.34170148,0.683402959
3,23.17822947,41.72081304,64.89904251,83.44162609,92.71291788,0.199910543,0.199165487,0.30981298,0.398330975,0.442589972,23.21960614,41.79529104,65.01489718,83.59058209,92.87842454,1.67E-01,7.59E-01,1.179896555,1.517009856,1.685566507,0.556567672,1.113135345
4,22.52186307,40.53935353,63.06121661,81.07870707,90.0874523,0.273512141,0.285962833,0.444831073,0.571925665,0.635472962,22.55621837,40.60119307,63.15741144,81.20238614,90.22487348,0.228444203,1.143342201,1.778532313,2.286684403,2.540760448,0.761480676,1.522961351
5,22.17491811,39.91485259,62.0897707,79.82970519,88.69967243,0.3090059,0.330581101,0.514237268,0.661162201,0.734624668,22.22208543,39.99975378,62.22183921,79.99950756,88.88834173,0.258089481,1.309786936,2.037446344,2.619573871,2.910637635,0.860298271,1.720596541
6,21.55481397,38.79866514,60.35347911,77.59733028,86.21925587,0.377445901,0.422313819,0.656932607,0.844627638,0.938475153,21.5968225,38.87428049,60.47110299,77.74856099,86.38728998,0.315252287,1.596330798,2.483181241,3.192661596,3.547401773,1.050840956,2.101681911
7,20.92260664,37.66069195,58.58329859,75.32138391,83.69042656,0.442577106,0.517408019,0.804856918,1.034816037,1.149795597,21.0065881,37.81185858,58.81844668,75.62371716,84.0263524,0.369651504,1.82807095,2.843665922,3.656141899,4.062379888,1.232171679,2.464343359
8,20.34983679,36.62970623,56.97954302,73.25941246,81.39934718,0.504503975,0.615855811,0.957997929,1.231711623,1.36856847,20.42884798,36.77192636,57.20077434,73.54385272,81.71539191,0.421374378,2.012842397,3.131088172,4.025684793,4.472983103,1.404581261,2.809162523
9,19.75874171,35.56573508,55.3244768,71.13147017,79.03496685,0.563329801,0.717598643,1.116264556,1.435197287,1.594663652,19.85421595,35.7375887,55.59180465,71.47517741,79.41686378,0.470507184,2.157871694,3.356689301,4.315743387,4.79527043,1.568357281,3.136714561
10,19.47930008,35.06274014,54.54204022,70.12548029,77.91720032,0.591611784,0.769674598,1.197271596,1.539349195,1.710387995,19.60498655,35.2889758,54.89396235,70.57795159,78.41994622,0.494129006,2.217581455,3.449571152,4.43516291,4.927958789,1.647096686,3.294193373
11,18.96148079,34.13066543,53.09214622,68.26133085,75.84592317,0.645977175,0.87614982,1.36289972,1.75229964,1.9469996,19.08149242,34.34668635,53.42817877,68.6933727,76.32596967,0.539536344,2.315281035,3.601548276,4.63056207,5.145068966,1.798454482,3.596908963
12,18.42942523,33.17296541,51.60239063,66.34593081,73.7177009,0.697494664,0.985579685,1.533123954,1.97115937,2.190177078,18.56066851,33.40920332,51.96987183,66.81840664,74.24267404,0.582565044,2.388814492,3.715933655,4.777628985,5.30847665,1.941883481,3.883766963
13,17.9223209,32.26017761,50.18249851,64.52035522,71.68928358,0.746263472,1.097761049,1.707628298,2.195522098,2.439468997,18.08687584,32.55637652,50.64325236,65.11275304,72.34750338,0.623297976,2.443482881,3.80097337,4.886965761,5.429961957,2.077659921,4.155319842
14,17.46305209,31.43349376,48.89654585,62.86698753,69.85220836,0.792381653,1.212458311,1.886046261,2.424916622,2.694351802,17.62076499,31.71737697,49.33814196,63.43475395,70.48305994,0.661817038,2.484093292,3.864145121,4.968186584,5.520207316,2.206056795,4.412113589
15,17.22547449,31.00585408,48.23132857,62.01170816,68.90189796,0.814477083,1.270668819,1.976595941,2.541337639,2.823708488,17.38643987,31.29559177,48.68203164,62.59118353,69.54575948,0.680271696,2.500499829,3.889666401,5.000999658,5.556666287,2.267572319,4.535144638
16,16.76464111,30.17635399,46.9409951,60.35270799,67.05856443,0.856800632,1.388636282,2.160100884,2.777272565,3.085858405,16.93108867,30.4759596,47.40704827,60.9519192,67.72435467,0.715621385,2.528015037,3.932467835,5.056030074,5.617811193,2.385404618,4.770809236
17,16.34750035,29.42550062,45.77300097,58.85100125,65.39000139,0.896713599,1.508412703,2.34641976,3.016825406,3.352028229,16.5313169,29.75637041,46.28768731,59.51274082,66.12526758,0.748957697,2.551485329,3.968977179,5.102970659,5.669967399,2.496525658,4.993051316
