BveTs Vehicle Performance Table 1.00,,,,,,,,,,,,,,,,,,,,,,
#,This table is Auto-Generated.,,,,,,,,,,,,,,,,,,,,,
#,B: ,JNR_DC183-0_Formation.xlsx,,,,,,,,,,,,,,,,,,,,
#,W: ,Force,,,F: ,7M3m,,,,,,,,,,,,,,,,
#,1,2,3,4,5,6,7,8,9,10,1,2,3,4,5,6,7,8,9,10,16,17
#,•Ï,•Ï,•Ï,•Ï,•Ï,’¼1,’¼1,’¼1,’¼1,’¼1,•Ï,•Ï,•Ï,•Ï,•Ï,’¼1,’¼1,’¼1,’¼1,’¼1,B1,B2
0,7966.878561,14340.38141,22307.25997,28680.76282,31867.51425,-0.008818407,0,0,0,0,9493.792219,17088.82599,26582.61821,34177.65199,37975.16888,-0.008818407,0,0,0,0,-0.029394691,-0.058789383
1,7834.130347,14101.43462,21935.56497,28202.86925,31336.52139,-13.1645822,6.014673284,9.356158442,12.02934657,13.36594063,9331.354541,16796.43817,26127.79272,33592.87635,37325.41816,-13.1645822,0,0,0,0,-43.88194066,-87.76388131
2,7595.866267,13672.55928,21268.42555,27345.11856,30383.46507,-38.58603324,19.98662957,31.09031267,39.97325915,44.41473239,9058.513285,16305.32391,25363.8372,32610.64782,36234.05314,-38.58603324,112.3233979,174.7252857,224.6467959,249.607551,-128.6201108,-257.2402216
3,7359.572848,13247.23113,20606.80398,26494.46225,29438.29139,-62.84941677,34.46488007,53.61203567,68.92976014,76.58862238,8799.441197,15838.99416,24638.43535,31677.98831,35197.76479,-62.84941677,287.4063299,447.0765132,574.8126599,638.6807332,-209.4980559,-418.9961118
4,7137.06918,12846.72452,19983.7937,25693.44905,28548.27672,-85.98885403,49.48485232,76.97643694,98.96970464,109.9663385,8539.58145,15371.24661,23910.82806,30742.49322,34158.3258,-85.98885403,433.2256439,673.9065572,866.4512879,962.7236532,-286.6295134,-573.2590269
5,7024.523394,12644.14211,19668.6655,25288.28422,28098.09358,-97.14765562,57.20588508,88.98693234,114.4117702,127.1241891,8411.087633,15139.95774,23551.04537,30279.91548,33644.35053,-97.14765562,496.2934875,772.0120917,992.5869751,1102.874417,-323.8255187,-647.6510375
6,6815.963735,12268.73472,19084.69846,24537.46945,27263.85494,-118.6643502,73.07990612,113.679854,146.1598122,162.3997914,8167.010227,14700.61841,22867.62863,29401.23682,32668.04091,-118.6643502,604.8682861,940.9062229,1209.736572,1344.151747,-395.547834,-791.0956679
7,6612.484789,11902.47262,18514.95741,23804.94524,26449.93916,-139.1408004,89.53561955,139.2776304,179.0712391,198.9680434,7942.934806,14297.28265,22240.21746,28594.5653,31771.73923,-139.1408004,692.6773221,1077.498057,1385.354644,1539.282938,-463.8026679,-927.6053359
8,6421.399455,11558.51902,17979.91847,23117.03804,25685.59782,-158.6098465,106.5716603,165.7781383,213.1433206,236.8259118,7718.243246,13892.83784,21611.08109,27785.67569,30872.97299,-158.6098465,762.6893701,1186.405687,1525.37874,1694.865267,-528.6994883,-1057.398977
9,6231.445782,11216.60241,17448.04819,22433.20482,24925.78313,-177.1039629,124.177896,193.1656159,248.3557919,275.9508799,7498.637176,13497.54692,20996.18409,26995.09383,29994.54871,-177.1039629,817.6426558,1271.888576,1635.285312,1816.98368,-590.3465428,-1180.693086
10,6142.175405,11055.91573,17198.09113,22111.83146,24568.70162,-185.9954705,133.1894549,207.1835965,266.3789097,295.9765664,7405.553289,13329.99592,20735.54921,26659.99184,29622.21316,-185.9954705,840.267378,1307.082588,1680.534756,1867.26084,-619.9849017,-1239.969803
11,5970.866512,10747.55972,16718.42623,21495.11944,23883.46605,-203.087281,151.6146139,235.8449549,303.2292278,336.9213642,7202.77321,12964.99178,20167.76499,25929.98356,28811.09284,-203.087281,877.286884,1364.668486,1754.573768,1949.526409,-676.9576032,-1353.915206
12,5800.81616,10441.46909,16242.28525,20882.93818,23203.26464,-219.2837463,170.5510632,265.3016539,341.1021264,379.0023627,7004.42528,12607.9655,19612.39078,25215.93101,28017.70112,-219.2837463,905.1495654,1408.010435,1810.299131,2011.443479,-730.9458209,-1461.891642
13,5639.211678,10150.58102,15789.7927,20301.16204,22556.84671,-234.6160598,189.9636497,295.4990107,379.9272994,422.1414438,6826.125622,12287.02612,19113.15174,24574.05224,27304.50249,-234.6160598,925.8640528,1440.232971,1851.728106,2057.475673,-782.0535325,-1564.107065
14,5488.553093,9879.395567,15367.94866,19758.79113,21954.21237,-249.1150489,209.8116035,326.3736054,419.6232069,466.2480077,6646.294276,11963.3297,18609.62397,23926.65939,26585.1771,-249.1150489,941.2518096,1464.169482,1882.503619,2091.670688,-830.3834963,-1660.766993
15,5413.028669,9743.451605,15156.48027,19486.90321,21652.11468,-256.0615803,219.8847252,342.0429058,439.7694504,488.6327226,6557.349275,11803.22869,18360.57797,23606.45739,26229.3971,-256.0615803,947.4684371,1473.839791,1894.936874,2105.485416,-853.5386009,-1707.077202
16,5266.701942,9480.063496,14746.76544,18960.12699,21066.80777,-269.3675836,240.2985756,373.7977842,480.5971511,533.9968346,6384.638465,11492.34924,17876.9877,22984.69848,25538.55386,-269.3675836,957.8942691,1490.057752,1915.788538,2128.653931,-897.8919453,-1795.783891
17,5130.845205,9235.521369,14366.36657,18471.04274,20523.38082,-281.9157298,261.0254596,406.0396039,522.0509193,580.056577,6232.510305,11218.51855,17451.02885,22437.0371,24930.04122,-281.9157298,966.7874355,1503.891566,1933.574871,2148.416523,-939.7190994,-1879.438199
18,4996.092332,8992.966198,13989.05853,17985.9324,19984.36933,-293.7355654,282.0098703,438.6820205,564.0197407,626.6886007,6072.320262,10930.17647,17002.49673,21860.35294,24289.28105,-293.7355654,975.3847265,1517.26513,1950.769453,2167.521614,-979.1185515,-1958.237103
